job_id,title,company_name,company_name_normalized,location,location_normalized,work_mode,posted_at,employment_type,seniority_level,offered_salary_min,offered_salary_max,offered_salary_currency,salary_period,salary_is_predicted,offered_salary_min_usd,offered_salary_max_usd,benefits,benefits_normalized,skill_score,semantic_score,score_total,matched_skills,status,apply_url,geocode_lat,geocode_lon
adzuna:5404181453,"Technical Program Manager III, Generative AI Serving Efficiency, Google Cloud",Google,,"Sunnyvale, Santa Clara County",,onsite,2025-09-17,full_time,,156000.0,229000.0,USD,yearly,,156000.0,229000.0,,,0.0,0.6049674972891808,0.4027,"machine learning, program management, power bi, risk management",new,https://www.adzuna.com/details/5404181453?utm_medium=api&utm_source=e1a466cc,37.38953,-122.018391
adzuna:5404874084,"Director, Technical Program Management, Strategy and Operations, Merchant Shopping (Mountain View)",Google Inc.,,"Mountain View, Santa Clara County",,onsite,2025-09-18,,,244925.78,244925.78,USD,yearly,,244925.78,244925.78,,,0.0,0.6330830454826355,0.4384,"program management, product management, stakeholder management, risk management",new,https://www.adzuna.com/details/5404874084?utm_medium=api&utm_source=e1a466cc,37.387051,-122.089895
adzuna:5404330910,"Manager, Program & Product",Karius,,"Redwood City, San Mateo County",,onsite,2025-09-17,full_time,,147841.27,147841.27,USD,yearly,,147841.27,147841.27,,,0.0,0.5617971122264862,0.3876,,new,https://www.adzuna.com/details/5404330910?utm_medium=api&utm_source=e1a466cc,37.463334,-122.240826
adzuna:5401476515,Project Management Job Training Program,Year Up United,,"San Jose, Santa Clara County",,onsite,2025-09-16,,,37575.7,37575.7,USD,yearly,,37575.7,37575.7,,,0.0,0.5689910054206848,0.37,,new,https://www.adzuna.com/land/ad/5401476515?se=eNAelviU8BGiM5twZbwYxg&utm_medium=api&utm_source=e1a466cc&v=6AD50AF9C3735C729452146796E36638E3BDA39B,37.390494,-121.885434
adzuna:5401476488,▷ Apply in 3 Minutes: Project Management Job Training Program,Year Up United,,"Vallejo, Solano County",,onsite,2025-09-16,,,61527.58,61527.58,USD,yearly,,61527.58,61527.58,,,0.0,0.5689910054206848,0.37,,new,https://www.adzuna.com/land/ad/5401476488?se=eNAelviU8BGiM5twZbwYxg&utm_medium=api&utm_source=e1a466cc&v=6F20200E72A20137AF3917C0A0519C58FB911B9D,38.145757,-122.27106
adzuna:5405013675,Management Development Program - Food & Beverage,Auberge du Soleil,,"Rutherford, Napa County",,onsite,2025-09-18,,,59853.13,59853.13,USD,yearly,,59853.13,59853.13,,,0.0,0.6402920037508011,0.4409,forecasting,new,https://www.adzuna.com/details/5405013675?utm_medium=api&utm_source=e1a466cc,38.458521,-122.422479
adzuna:5404673915,"Travel Nurse RN - NICU - Neonatal Intensive Care - $2,312 per week",ACI Health,,"American Canyon, Napa County",,onsite,2025-09-18,,,0.0,120224.0,USD,yearly,,0.0,120224.0,,,0.0,0.524639343842864,0.4004,,new,https://www.adzuna.com/land/ad/5404673915?se=VPfgpwiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=27AF8B1F2C1271423C2FEC93C31C76318729AC79,38.291168,-122.286279
adzuna:5405031643,"Licensed Manager- LMFT, LCSW, LPCC",Source EQ,,"Santa Clara, Santa Clara County",,hybrid,2025-09-18,,,167330.34,167330.34,USD,yearly,,167330.34,167330.34,bonus,,0.0,0.6419815570116043,0.4415,program management,new,https://www.adzuna.com/land/ad/5405031643?se=VPfgpwiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=CDF746F42F032F626ED6905BF19C5B1AD3B277D7,37.353966,-121.952999
adzuna:5401826094,Product Manager,OSI Engineering,,"Mountain View, Santa Clara County",,onsite,2025-09-16,,,148991.42,148991.42,USD,yearly,,148991.42,148991.42,vision,,0.0,0.6657024919986725,0.4039,product management,new,https://www.adzuna.com/land/ad/5401826094?se=eNAelviU8BGiM5twZbwYxg&utm_medium=api&utm_source=e1a466cc&v=B62C71DE33D745523F2412FCEB91C038939D836A,37.39308,-122.07702
adzuna:5403366914,Engagement Leader,VDart Inc,,"Atherton, San Mateo County",,onsite,2025-09-17,,,124800.0,135200.0,USD,yearly,,124800.0,135200.0,,,0.0,0.6683867275714874,0.4249,"program management, stakeholder management, risk management",new,https://www.adzuna.com/details/5403366914?utm_medium=api&utm_source=e1a466cc,37.482008,-122.211106
adzuna:5405075905,w2 Power BI Developer / Data Analyst,Kanak Elite Services Inc,,"Santa Clara, Santa Clara County",,onsite,2025-09-18,,,82457.62,82457.62,USD,yearly,,82457.62,82457.62,,,0.0,0.6229167953133583,0.4348,"power bi, data analysis",new,https://www.adzuna.com/details/5405075905?utm_medium=api&utm_source=e1a466cc,37.353966,-121.952999
adzuna:5401640536,Senior Manager Wafer Fab Technology,Renesas Electronics,,"San Jose, Santa Clara County",,onsite,2025-09-16,,,112094.98,112094.98,USD,yearly,,112094.98,112094.98,,,0.0,0.7121117115020752,0.4201,"stakeholder management, program management, risk management",new,https://www.adzuna.com/details/5401640536?utm_medium=api&utm_source=e1a466cc,37.390494,-121.885434
adzuna:5406056873,Lead Case Manager- IHP,Amigos de Guadalupe,,"San Jose, Santa Clara County",,onsite,2025-09-18,full_time,,72555.58,72555.58,USD,yearly,,72555.58,72555.58,vision,,0.0,0.6082054227590561,0.4297,security,new,https://www.adzuna.com/details/5406056873?utm_medium=api&utm_source=e1a466cc,37.390494,-121.885434
adzuna:5403370846,Permanent Substitue Teacher,Spectrum Center Schools and Programs,,"Suisun, Solano County",,onsite,2025-09-17,full_time,,59822.71,59822.71,USD,yearly,,59822.71,59822.71,,,0.0,0.590765617787838,0.3977,excel,new,https://www.adzuna.com/details/5403370846?utm_medium=api&utm_source=e1a466cc,38.24067,-122.104562
adzuna:5404297569,Permanent Substitue Teacher,Spectrum Center Schools and Programs,,"Concord, Contra Costa County",,onsite,2025-09-17,full_time,,37539.38,37539.38,USD,yearly,,37539.38,37539.38,,,0.0,0.590765617787838,0.3977,excel,new,https://www.adzuna.com/details/5404297569?utm_medium=api&utm_source=e1a466cc,37.95115,-122.022859
adzuna:5404289615,Commercial Engagement Team Part-Time Reservist,Defense Innovation Unit,,"Mountain View, Santa Clara County",,onsite,2025-09-17,part_time,,124219.45,124219.45,USD,yearly,,124219.45,124219.45,,,0.0,0.6251526772975922,0.4098,,new,https://www.adzuna.com/details/5404289615?utm_medium=api&utm_source=e1a466cc,37.378535,-122.086585
adzuna:5401640562,Principal Product Manager,Palo Alto Networks,,"Santa Clara, Santa Clara County",,onsite,2025-09-16,,,186359.9,186359.9,USD,yearly,,186359.9,186359.9,,,0.0,0.6829086244106293,0.4099,customer success,new,https://www.adzuna.com/details/5401640562?utm_medium=api&utm_source=e1a466cc,37.353966,-121.952999
adzuna:5401672606,Lead PMO,Noblesoft Technologies,,"Cupertino, Santa Clara County",,hybrid,2025-09-16,,,104000.0,120640.0,USD,yearly,,104000.0,120640.0,,,0.0,0.7065231204032898,0.4181,"financial analysis, power bi, program management, data analysis, product management, risk management, data modeling, tableau, excel, agile, monitoring",new,https://www.adzuna.com/details/5401672606?utm_medium=api&utm_source=e1a466cc,37.323,-122.05272
adzuna:5404289614,Navy Part-Time SELRES Reservist,Defense Innovation Unit,,"Mountain View, Santa Clara County",,onsite,2025-09-17,part_time,,121664.27,121664.27,USD,yearly,,121664.27,121664.27,,,0.0,0.6235894337296486,0.4092,,new,https://www.adzuna.com/details/5404289614?utm_medium=api&utm_source=e1a466cc,37.378535,-122.086585
adzuna:5403125519,"Senior Staff UX Designer, Search",Google,,"Mountain View, Santa Clara County",,onsite,2025-09-17,full_time,,201169.97,201169.97,USD,yearly,,201169.97,201169.97,,,0.0,0.5501241385936737,0.3835,,new,https://www.adzuna.com/land/ad/5403125519?se=eNAelviU8BGiM5twZbwYxg&utm_medium=api&utm_source=e1a466cc&v=F0116E3FB7CF08AAFD62DA89E7B6B746CCC1229B,37.39308,-122.07702
adzuna:5406051163,Purchasing Analyst,Premier Staffing Solution,,"Palo Alto, Santa Clara County",,onsite,2025-09-18,,,69268.28,69268.28,USD,yearly,,69268.28,69268.28,,,0.0,0.6953103095293045,0.4602,"program management, stakeholder management, risk management",new,https://www.adzuna.com/details/5406051163?utm_medium=api&utm_source=e1a466cc,37.445797,-122.157575
adzuna:5401803932,"▷ ($109,000.00 - $185,000.00 per year) Lead Commercial Development Manager",Exact Sciences,,"Redwood City, San Mateo County",,onsite,2025-09-16,full_time,,109000.0,185000.0,USD,yearly,,109000.0,185000.0,,,0.0,0.6699798107147217,0.4053,,new,https://www.adzuna.com/land/ad/5401803932?se=eNAelviU8BGiM5twZbwYxg&utm_medium=api&utm_source=e1a466cc&v=2BBD433EDC742BAE06969A8A7ECD38B56E3D1A72,37.463334,-122.240826
adzuna:5406065684,People Engagement Lead,Sage Eldercare Solutions,,"Burlingame, San Mateo County",,onsite,2025-09-18,,,61543.48,61543.48,USD,yearly,,61543.48,61543.48,,,0.0,0.617034986615181,0.4328,,new,https://www.adzuna.com/details/5406065684?utm_medium=api&utm_source=e1a466cc,37.584103,-122.366083
adzuna:5401482858,After-School Youth Development Professional - Middle School,Boys & Girls Clubs of San Leandro,,"San Leandro, Alameda County",,onsite,2025-09-16,,,62853.57,62853.57,USD,yearly,,62853.57,62853.57,,,0.0,0.6105916798114777,0.3846,,new,https://www.adzuna.com/details/5401482858?utm_medium=api&utm_source=e1a466cc,37.720538,-122.156804
adzuna:5401624759,Air Quality Permitting Engineer,AECOM,,"Alameda Pt, Alameda County",,onsite,2025-09-16,,,97712.82,97712.82,USD,yearly,,97712.82,97712.82,,,0.0,0.616861030459404,0.3868,,new,https://www.adzuna.com/details/5401624759?utm_medium=api&utm_source=e1a466cc,37.793068,-122.242902
adzuna:5405241241,Campaign & Creative Operations Program Manager,"US Tech Solutions, Inc.",,"Financial District, San Francisco",,hybrid,2025-09-18,,,104882.66,104882.66,USD,yearly,,104882.66,104882.66,vision,,0.0,0.6408644914627075,0.4411,"process improvement, program management",new,https://www.adzuna.com/land/ad/5405241241?se=PmyzvQyV8BGWvd24pq0uNA&utm_medium=api&utm_source=e1a466cc&v=A11B50A270AF4ADE14D2B949FCC8059BB438EB0A,37.797476,-122.399089
adzuna:5404985913,Senior Business Planner - Microsoft Advertising,Microsoft Corporation,,"Mountain View, Santa Clara County",,onsite,2025-09-18,,,255542.31,255542.31,USD,yearly,,255542.31,255542.31,,,0.0,0.552793838083744,0.4103,,new,https://www.adzuna.com/details/5404985913?utm_medium=api&utm_source=e1a466cc,37.39308,-122.07702
adzuna:5404453725,▷ Urgent! Community Outreach Specialist,Upward Health,,"Santa Clara, Santa Clara County",,onsite,2025-09-18,,,43680.0,49920.0,USD,yearly,,43680.0,49920.0,medical,,0.0,0.5738581269979477,0.4177,,new,https://www.adzuna.com/land/ad/5404453725?se=VPfgpwiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=F871A2D91BEB65525DE518EDC5AEA8328114A0F2,37.353966,-121.952999
adzuna:5405019264,Account Manager for Consumer Electronics,"LUXSHARE-ICT, Inc",,"Milpitas, Santa Clara County",,onsite,2025-09-18,,,72246.11,72246.11,USD,yearly,,72246.11,72246.11,,,0.0,0.6356116384267807,0.4393,,new,https://www.adzuna.com/details/5405019264?utm_medium=api&utm_source=e1a466cc,37.428272,-121.906624
adzuna:5405268292,Classroom Assistant,CHC,,"Santa Clara, Santa Clara County",,onsite,2025-09-18,full_time,,50960.0,60320.0,USD,yearly,,50960.0,60320.0,mental health,,0.0,0.5703508257865906,0.4164,,new,https://www.adzuna.com/details/5405268292?utm_medium=api&utm_source=e1a466cc,37.315682,-121.932494
adzuna:5404654151,"Plumbing Service Tech - San Jose, CA",Atlas Trillo Heating & Air Conditioning,,"San Jose, Santa Clara County",,onsite,2025-09-18,,,103632.76,103632.76,USD,yearly,,103632.76,103632.76,"medical, dental",,0.0,0.5879463404417038,0.4226,,new,https://www.adzuna.com/land/ad/5404654151?se=VPfgpwiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=63CF6B576DCD22B46911E12012AFAB3E02BB8A8C,37.386721,-121.89708
adzuna:5405970306,Senior Product Manager-PowerPoint,Microsoft,,"Mountain View, Santa Clara County",,onsite,2025-09-18,full_time,,158400.0,258000.0,USD,yearly,,158400.0,258000.0,,,0.0,0.6203419119119644,0.4339,,new,https://www.adzuna.com/details/5405970306?utm_medium=api&utm_source=e1a466cc,37.378535,-122.086585
adzuna:5404768138,IT Director - Marketing Technology - Contract to Hire,Dexian - DISYS,,"Dublin, Alameda County",,hybrid,2025-09-18,,,192791.94,192791.94,USD,yearly,,192791.94,192791.94,,,0.0,0.7018912136554718,0.4625,,new,https://www.adzuna.com/details/5404768138?utm_medium=api&utm_source=e1a466cc,37.702152,-121.935792
adzuna:5405272671,Case Manager-SSVF,HomeFirst,,"Campbell, Santa Clara County",,onsite,2025-09-18,full_time,,66976.0,,USD,yearly,,66976.0,,,,0.0,0.5428351573646069,0.4068,program management,new,https://www.adzuna.com/details/5405272671?utm_medium=api&utm_source=e1a466cc,37.25792,-121.888533
adzuna:5405920045,Forensic Peer Specialist,Horizon Services,,"Pleasanton, Alameda County",,onsite,2025-09-18,full_time,,47840.0,52000.0,USD,yearly,,47840.0,52000.0,bonus,,0.0,0.5712660998106003,0.4168,,new,https://www.adzuna.com/details/5405920045?utm_medium=api&utm_source=e1a466cc,37.65612,-121.86461
adzuna:5404858669,Staff Design Engineer (San Jose),Analog Group,,"San Jose, Santa Clara County",,hybrid,2025-09-18,,,179180.6,179180.6,USD,yearly,,179180.6,179180.6,vision,,0.0,0.6380985081195831,0.4402,,new,https://www.adzuna.com/details/5404858669?utm_medium=api&utm_source=e1a466cc,37.333698,-121.889295
adzuna:5404873523,"Executive Director, AI Initiative (Palo Alto)",datadotorg,,"Palo Alto, Santa Clara County",,hybrid,2025-09-18,,,120472.27,120472.27,USD,yearly,,120472.27,120472.27,vision,,0.0,0.6430462598800659,0.4419,,new,https://www.adzuna.com/details/5404873523?utm_medium=api&utm_source=e1a466cc,37.443254,-122.149828
adzuna:5404873399,Senior Engineer I - Product (New Product Introduction) (San Jose),FHLB Des Moines,,"San Jose, Santa Clara County",,onsite,2025-09-18,,,171170.11,171170.11,USD,yearly,,171170.11,171170.11,,,0.0,0.6260365694761276,0.4359,,new,https://www.adzuna.com/details/5404873399?utm_medium=api&utm_source=e1a466cc,37.333698,-121.889295
adzuna:5405273619,Master Planner,Bionova Scientific,,"Fremont, Alameda County",,onsite,2025-09-18,full_time,,100000.0,130000.0,USD,yearly,,100000.0,130000.0,,,0.0,0.6122055202722549,0.4311,,new,https://www.adzuna.com/details/5405273619?utm_medium=api&utm_source=e1a466cc,37.564143,-122.004179
adzuna:5406032958,Federal Growth Project Manager,Pure Storage,,"Santa Clara, Santa Clara County",,onsite,2025-09-18,,,149000.0,224000.0,USD,yearly,,149000.0,224000.0,,,0.0,0.6759562492370605,0.4534,,new,https://www.adzuna.com/details/5406032958?utm_medium=api&utm_source=e1a466cc,37.353966,-121.952999
adzuna:5405228218,BT/RBT - San Jose,Konnections Staffing,,"Santa Clara, Santa Clara County",,onsite,2025-09-18,part_time,,52000.0,58240.0,USD,yearly,,52000.0,58240.0,bonus,,0.0,0.5860207676887512,0.4219,,new,https://www.adzuna.com/details/5405228218?utm_medium=api&utm_source=e1a466cc,37.34901,-121.93915
adzuna:5405998763,Product Engineering Management (Mfg) 3,Ichor,,"Altamont, Alameda County",,onsite,2025-09-18,full_time,,128400.0,218300.0,USD,yearly,,128400.0,218300.0,,,0.0,0.6647435873746872,0.4495,cost optimization,new,https://www.adzuna.com/details/5405998763?utm_medium=api&utm_source=e1a466cc,37.700917,-121.762187
adzuna:5405068850,Deputy Center Director - SAJ,Career Systems Development Corporation,,"San Jose, Santa Clara County",,onsite,2025-09-18,,,77979.34,77979.34,USD,yearly,,77979.34,77979.34,,,0.0,0.615191787481308,0.4321,,new,https://www.adzuna.com/details/5405068850?utm_medium=api&utm_source=e1a466cc,37.369137,-121.819365
adzuna:5404872991,Senior Staff Product Manager (Mountain View),Intuit Inc.,,"Mountain View, Santa Clara County",,onsite,2025-09-18,,,262321.3,262321.3,USD,yearly,,262321.3,262321.3,,,0.0,0.7109865546226501,0.4657,,new,https://www.adzuna.com/details/5404872991?utm_medium=api&utm_source=e1a466cc,37.387051,-122.089895
adzuna:5404873932,Pilot Site Manager (San Jose),Elekta AB,,"San Jose, Santa Clara County",,onsite,2025-09-18,,,224319.05,224319.05,USD,yearly,,224319.05,224319.05,,,0.0,0.6943491399288177,0.4598,,new,https://www.adzuna.com/details/5404873932?utm_medium=api&utm_source=e1a466cc,37.333698,-121.889295
adzuna:5404904914,Coach/Mentor - Independent Living Skills,"Spread Your Wings, LLC.",,"Palo Alto, Santa Clara County",,onsite,2025-09-18,,,36027.02,36027.02,USD,yearly,,36027.02,36027.02,"medical, dental, vision, life insurance",,0.0,0.5413241684436798,0.4063,,new,https://www.adzuna.com/details/5404904914?utm_medium=api&utm_source=e1a466cc,37.445797,-122.157575
adzuna:5406005445,Life Skills Coach,Spread Your Wings.,,"Stanford, Santa Clara County",,onsite,2025-09-18,full_time,,41780.23,41780.23,USD,yearly,,41780.23,41780.23,"medical, dental, vision, life insurance",,0.0,0.5153742376714945,0.3972,,new,https://www.adzuna.com/details/5406005445?utm_medium=api&utm_source=e1a466cc,37.41686,-122.129218
adzuna:5405966858,Digital Engagement Manager,Oshman Family JCC,,"East Palo Alto, Santa Clara County",,onsite,2025-09-18,full_time,,68000.0,70000.0,USD,yearly,,68000.0,70000.0,"pto, wellness",,0.0,0.5193197950720787,0.3986,,new,https://www.adzuna.com/details/5405966858?utm_medium=api&utm_source=e1a466cc,37.454767,-122.13214
adzuna:5405871156,Coach/Mentor - Independent Living Skills,Spread Your Wings.,,"Stanford, Santa Clara County",,onsite,2025-09-18,full_time,,43680.0,45760.0,USD,yearly,,43680.0,45760.0,"medical, dental, vision, life insurance",,0.0,0.5153742376714945,0.3972,,new,https://www.adzuna.com/details/5405871156?utm_medium=api&utm_source=e1a466cc,37.41686,-122.129218
adzuna:5404454774,"Travel Nurse RN - Labor and Delivery - $2,642 per week",Triage Staffing,,"Kenwood, Sonoma County",,onsite,2025-09-18,,,0.0,137384.0,USD,yearly,,0.0,137384.0,,,0.0,0.5740583464503288,0.4177,,new,https://www.adzuna.com/land/ad/5404454774?se=mIByqAiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=BCF8FB04E316CE7DFAA291AC4162814DD1F677AF,38.470004,-122.606705
adzuna:5405209847,"Travel Nurse RN - Labor and Delivery - $2,530 per week",Triage Staffing,,"Campbell, Santa Clara County",,onsite,2025-09-18,,,0.0,131560.0,USD,yearly,,0.0,131560.0,,,0.0,0.5496798977255821,0.4092,,new,https://www.adzuna.com/land/ad/5405209847?se=mIByqAiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=A7C653B5C866CCE80D1B9DFCF8915CA9B94EE6DF,37.3063,-121.9221
adzuna:5405781512,"Travel Nurse RN - Telemetry - $2,912 per week",Triage Staffing,,"Santa Clara, Santa Clara County",,onsite,2025-09-18,,,0.0,151424.0,USD,yearly,,0.0,151424.0,,,0.0,0.5553638339042664,0.4112,,new,https://www.adzuna.com/land/ad/5405781512?se=mIByqAiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=B139B45FF7C0DD1956A4C3E444310C5C3C5F6C1C,37.34901,-121.93915
adzuna:5404553714,"Travel Nurse RN - Labor and Delivery - $2,354 per week",Triage Staffing,,"Fairfield, Solano County",,onsite,2025-09-18,,,0.0,122408.0,USD,yearly,,0.0,122408.0,,,0.0,0.562505379319191,0.4137,,new,https://www.adzuna.com/land/ad/5404553714?se=mIByqAiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=456B1B6526CD49FD6A218F0EB0552D41B3AD6C28,38.268681,-122.027791
adzuna:5404458522,"Travel Nurse RN - Labor and Delivery - $2,642 per week",Triage Staffing,,"Kenwood, Sonoma County",,onsite,2025-09-18,,,0.0,137384.0,USD,yearly,,0.0,137384.0,,,0.0,0.5711747258901596,0.4167,,new,https://www.adzuna.com/land/ad/5404458522?se=mIByqAiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=E93C424DE14D0CF5C51B1BAB1E86D2896CD9A8EE,38.470004,-122.606705
adzuna:5405809358,"Travel Nurse RN - Labor and Delivery - $3,252 per week",Triage Staffing,,"Kenwood, Sonoma County",,onsite,2025-09-18,,,0.0,169104.0,USD,yearly,,0.0,169104.0,,,0.0,0.5738148614764214,0.4177,,new,https://www.adzuna.com/land/ad/5405809358?se=mIByqAiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=EBFE7E5B24CD36EE33B92C308AF4A19A065A650D,38.470004,-122.606705
adzuna:5405782338,"Travel Nurse RN - Pediatrics - $2,912 per week",Triage Staffing,,"Santa Clara, Santa Clara County",,onsite,2025-09-18,,,0.0,151424.0,USD,yearly,,0.0,151424.0,,,0.0,0.562013890594244,0.4135,,new,https://www.adzuna.com/land/ad/5405782338?se=mIByqAiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=B5B86E3ADAE641EABEB2CC43A5A276D2F2DBDA4E,37.34901,-121.93915
adzuna:5404675397,"Travel Polysomnographer - $1,976 per week",Triage Staffing,,"Kenwood, Sonoma County",,onsite,2025-09-18,,,0.0,102752.0,USD,yearly,,0.0,102752.0,,,0.0,0.5650168657302856,0.4146,,new,https://www.adzuna.com/land/ad/5404675397?se=mIByqAiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=9C5611E2BED3FE81B67D82B5DCB6AB2AD70BF634,38.470004,-122.606705
adzuna:5406253281,"Travel Nurse RN - ICU - Intensive Care Unit - $2,375 per week",Triage Staffing,,"Hayes Valley, San Francisco",,onsite,2025-09-18,,,0.0,123500.0,USD,yearly,,0.0,123500.0,,,0.0,0.5638513788580894,0.4142,,new,https://www.adzuna.com/land/ad/5406253281?se=mIByqAiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=8EC1BDDB52E1129BF5C9BF166C65BDB00988B8E0,37.775,-122.4183
adzuna:5405102351,"Travel Nurse RN - ICU - Intensive Care Unit - $2,090 per week",Triage Staffing,,"Fairfield, Solano County",,onsite,2025-09-18,,,0.0,108680.0,USD,yearly,,0.0,108680.0,,,0.0,0.553784653544426,0.4106,,new,https://www.adzuna.com/land/ad/5405102351?se=mIByqAiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=FE59207545AC0ACF56A3FC0CA8D87723DE33269F,38.268681,-122.027791
adzuna:5406128977,Sports Minded Management Trainee – Entry Level,INVI,,"Pleasanton, Alameda County",,onsite,2025-09-18,full_time,,50000.0,75000.0,USD,yearly,,50000.0,75000.0,,,0.0,0.6665066182613373,0.4501,program management,new,https://www.adzuna.com/details/5406128977?utm_medium=api&utm_source=e1a466cc,37.66991,-121.75911
adzuna:5405235491,Principal Product Management Leader (Health or fitness background),FocusKPI,,"Mountain View, Santa Clara County",,onsite,2025-09-18,,,126360.34,126360.34,USD,yearly,,126360.34,126360.34,,,0.0,0.7106451690196991,0.4655,"product management, saas",new,https://www.adzuna.com/details/5405235491?utm_medium=api&utm_source=e1a466cc,37.378535,-122.086585
adzuna:5404986054,"Senior Director, Renewals Sales Go-to-Market",NetApp,,"Campbell, Santa Clara County",,onsite,2025-09-18,,,143318.36,143318.36,USD,yearly,,143318.36,143318.36,,,0.0,0.6704615503549576,0.4515,"process improvement, cost optimization",new,https://www.adzuna.com/details/5404986054?utm_medium=api&utm_source=e1a466cc,37.304,-121.89093
adzuna:5404786015,Product Manager,Introlligent Inc.,,"Sunnyvale, Santa Clara County",,onsite,2025-09-18,,,112068.91,112068.91,USD,yearly,,112068.91,112068.91,,,0.120226,0.7017729878425598,0.5045,"Documentation, product management, program management, data analysis, risk management, change management, analytics, dashboarding",new,https://www.adzuna.com/details/5404786015?utm_medium=api&utm_source=e1a466cc,37.38953,-122.018391
adzuna:5405030402,"Vehicle Test Driver - Mountain View, CA",Applus IDIADA,,"Mountain View, Santa Clara County",,onsite,2025-09-18,,,55428.16,55428.16,USD,yearly,,55428.16,55428.16,,,0.0,0.6984528601169586,0.4613,,new,https://www.adzuna.com/details/5405030402?utm_medium=api&utm_source=e1a466cc,37.378535,-122.086585
adzuna:5405267622,"Salesforce Process Analyst, WW BPR",Apple,,"Cupertino, Santa Clara County",,onsite,2025-09-18,full_time,,176576.02,176576.02,USD,yearly,,176576.02,176576.02,,,0.0,0.6659006923437119,0.4499,"process improvement, agile",new,https://www.adzuna.com/details/5405267622?utm_medium=api&utm_source=e1a466cc,37.322998,-122.032182
adzuna:5404989598,Operations Manager II - Behavioral Health,KAISER,,"Oakland, Alameda County",,onsite,2025-09-18,,,135621.88,135621.88,USD,yearly,,135621.88,135621.88,,,0.0,0.6162346601486206,0.4325,"risk management, compliance",new,https://www.adzuna.com/details/5404989598?utm_medium=api&utm_source=e1a466cc,37.772927,-122.214332
adzuna:5404543954,"Critical Infrastructure Fire Protection Engineer (Field Engineering), DCC Communities","Amazon Web Services, Inc.",,"Tenderloin, San Francisco",,onsite,2025-09-18,,,188741.97,188741.97,USD,yearly,,188741.97,188741.97,,,0.0,0.6099378615617752,0.4303,"data analysis, aws",new,https://www.adzuna.com/land/ad/5404543954?se=mIByqAiV8BG0RMtAi3CyPw&utm_medium=api&utm_source=e1a466cc&v=1A3AC5D8931E9BC64C60AB104C0C4F7F59A0A810,37.779805,-122.417362
adzuna:5404898551,Warehouse Associate I - JP8591,"A.P.R., Inc. ",,"Millbrae, San Mateo County",,onsite,2025-09-18,,,60456.06,60456.06,USD,yearly,,60456.06,60456.06,,,0.0,0.6018453538417816,0.4275,"risk management, change management, monitoring",new,https://www.adzuna.com/details/5404898551?utm_medium=api&utm_source=e1a466cc,37.598547,-122.387194
adzuna:5405890148,Senior Product Manager (Health or fitness background),FocusKPI,,"Mountain View, Santa Clara County",,hybrid,2025-09-18,,,134085.95,134085.95,USD,yearly,,134085.95,134085.95,,,0.0,0.6679262816905975,0.4506,"product management, saas",new,https://www.adzuna.com/details/5405890148?utm_medium=api&utm_source=e1a466cc,37.378535,-122.086585
adzuna:5404873420,Head of Policy Communications (San Francisco),"The Rundown AI, Inc.",,"Sea Cliff, San Francisco",,onsite,2025-09-18,,,194838.98,194838.98,USD,yearly,,194838.98,194838.98,,,0.0,0.6307270526885986,0.4376,,new,https://www.adzuna.com/details/5404873420?utm_medium=api&utm_source=e1a466cc,37.778784,-122.490857
adzuna:5405113630,Case Manager IV,LifeLong Medical Care,,"Philatelic, Alameda County",,onsite,2025-09-18,full_time,,58433.19,58433.19,USD,yearly,,58433.19,58433.19,,,0.0,0.6255050450563431,0.4357,"risk management, change management",new,https://www.adzuna.com/details/5405113630?utm_medium=api&utm_source=e1a466cc,37.81018,-122.269073
adzuna:5404856819,Head of Basketball Coaching and Operations (Redwood City),Esface Inc,,"Portola Valley, San Mateo County",,onsite,2025-09-18,,,83458.89,83458.89,USD,yearly,,83458.89,83458.89,,,0.0,0.5931609123945236,0.4244,,new,https://www.adzuna.com/details/5404856819?utm_medium=api&utm_source=e1a466cc,37.39908,-122.24046
adzuna:5404992069,Laboratory Coordinator,CBRE,,"Belmont, San Mateo County",,onsite,2025-09-18,,,138468.22,138468.22,USD,yearly,,138468.22,138468.22,medical,,0.0,0.6347165107727051,0.439,risk management,new,https://www.adzuna.com/details/5404992069?utm_medium=api&utm_source=e1a466cc,37.55292,-122.26992
